total,rank,title,artist,release_date,genre,language,lyrics_clean,source
2094,11,you said you were sorry,selena gomez,2025-03-21,pop,english,"pch, driving malibu, baby type of love that could make a bitch crazy he fills me up, yeah, he never gets lazy i wouldnt leave him, even if you paid me dont think about you happy without you more now than i ever was but i had a dream you said you were sorry said you were sorry sorry for everything that you put on me that you put on me our eyes were balling rain we finally both forgave i had a dream thats all it was yeah, that was enough for me na, na, na, na na, na, na, na yeah na, na, na, na that was enough for me na, na, na, na na, na, na, na yeah na, na, na, na that was enough for me my new flame, he could melt a damn diamond spell my name, see the back of my eyelids oh, this is love, now i get why people like it i really like it, you should try it dont think about you happy without you more now than i ever was but i had a dream you said you were sorry said you were sorry sorry for everything that you put on me that you put on me our eyes were balling rain we finally both forgave i had a dream thats all it was yeah, that was enough for me na, na, na, na na, na, na, na yeah na, na, na, na that was enough for me na, na, na, na na, na, na, na yeah na, na, na, na that was enough for me",https://www.azlyrics.com/lyrics/selenagomez/yousaidyouweresorry.html
2096,14,my love,maroon 5,2025-08-15,pop,english,"look at me, im a hot mess im in love, but im obsessed too deep, but i dont care out of my mind high waist and a tank top french braid with the knee socks all day and we dont stop dont even try, huh but when i get that feeling its only you im needing aint nobody gonna get in between me and my love, ah and my love, uh and your love i wanted to be alone my love, ah and my love, uh and your love i wanted to be alone yeah, look at me, i got mad stress im not sure what to do next two weeks, i aint heard shit losing my mind, yeah, yeah but when i get that feeling its only you im needing aint nobody gonna get in between me and my love, ah and my love, uh and your love i wanted to be alone my love, ah and my love, uh oh yeah and your love i wanted to be alone ooh and if we spend our whole lives waiting for apologies we aint gonna make it, baby i did it for love, did it for love did it for love, oh i did it for love, did it for love nothing gets in between me, yeah oohooh your love i wanted to be alone oh yeah my love, ah my love and my love, uh my love, my love and your love i wanted to be alone ooh, oh yeah and my love, and my love my loving, yeah, yeah and my love, and my love oh, yeah, yeah and my love, ah and my love, uh yeah, yeah and your love oh i wanted to be alone and my love, ah woo and my love, uh yeah, yeah and your love i wanted to be alone",http://azlyrics.com/lyrics/maroon5/mylove.html
2097,15,priceless,maroon 5,2025-08-15,pop,english,"baby, youre priceless i never had anything like this im resting my head on your thighs, its all i wanna do, yeah its all i wanna do your body, ive never seen anything like it so take my money, dont want it, no its all i wanna do, yeah youre a lucky star shining in a bankrupt sky and im just a guy who wants to be with you tonight, yeah and if you break my heart then maybe it was worth it still cause now you know how i feel and i cant hide it i cant hide it baby, youre priceless i never had anything like this im resting my head on your thighs, its all i wanna do, yeah its all i wanna do your body, ive never seen anything like it so take my money, dont want it, no its all i wanna do, yeah its all i wanna do yeah, ooh i know you love it, you love it yeah, ooh i know you love it, you love it woohoo yeah, talk is cheap, boy, stop it look at my love, thats a real big profit diamonds aint as flawless, yeah you cant find this anywhere just wait when you see me, youll be like uhhuh turn around and youll be like uhhuh baby, if you stay wanna hear you say baby, youre priceless i never had anything like this im resting my head on your thighs, its oh all i wanna do, yeah all i wanna do, all i wanna do its all i wanna do your body, ive never seen anything like it so take my money dont want it, no dont want it its all i wanna do, yeah all i wanna do, all i wanna do its all i wanna do yeah, ooh yeah, yeah, yeah yeah, ooh yeah, yeah, yeah call my, my, my woohoo, baby baby yeah, ooh call my, my baby baby yeah, ooh call my, my baby baby woohoo my, my my, my call my, my yeah, ooh baby, your thighs, its i know you love it, you love it yeah, ooh i know you love it, you love it woohoo",https://www.azlyrics.com/lyrics/maroon5/priceless.html
2100,22,3am in gillco,prem dhillon,2025-09-24,hiphop,punjabi,"ayo the kidd yeah, brrraahh dhillon eh hae aagya putt hun sidhha yeah oo suneya putt karre daddy nu miss album teri, mera ikko ee diss manneya thode jehe te sochon vi je nalle aajo pawa chaanna ke kidde tusi dalle oo dalleyo reelan te chhedi rakhde je war kadde gillco ch haade aave video bahar aagi je bahar kitho dakku teri team teri aisi jaani dirh murh vajjni na seen begaane putt pohnche darr lukkya tu khunje gaalan utte betha suniya tu aaya nahi si punje nakk utte feele tre kihne chakkvaye vadda tu star saalya gaye na chhudaye bhul ke je kadde hare dhillon jatt agge bairkan ch shittar vi vajjno bachaye kartoot na deewani aive chit parchaunde mere ghainte da ae fame saare gerhi vi ni launde ni mardea saale time paye te nahi aunde toti badmashi phoon burhi to chukaunde pata jailan cho tu kand aala paatno bachala pind phuphdaa jo nappi paili oh te chada la suni jaave chup chap de jawab mai kii aahna kare mard masoos te tu hi janana oo dare paun raidan oore touch te laa vekhi aunde shookde putt location paa oo nahio diss joge tahi reelan mandiyan te aage nahio bhidn joge aa tahi dandiyan te aage o paisa power te link peya phone utte kaddeya jive aauna aaji tainu pata kida jang aa ho duni hoje hatth fadi kalam kare maan jatt te ..recordingan tarle wali paavan saaleyo net te... horan kolon laike geet vich naam ni pavayi de address badla maajhe nu gandu nahio chahide ho eve jaan phulli reelan utte chaun nu firde cheene hoi jaan katthe baaj dhaun nu firde oo devan fuck na tau tau layi payi kuttiyan raazinama tere naal sir tere juttiyan oo bach ja mohali kali range feere shakki auni matthe al samjhi na langhu koi makkhi nai bakshda jaan jaa kari jaa hajj aive net te ni oore putt hikk ch vajj oo teethi jinni deni deti hun kehna ni main bohta tere bhaa da geet main ta chaddeya hi khota sitte jatt diss ehnu kehan reply hou dena je jawab mahine 6 na layi aap likhi dalleya na aive kise ton likhaayi hou dena je jawab mahine 6 na layi oo launde launde baazi dona aaun baaj bade deeth hora modheya chalaude saale karde aa cheat ho gall fabbdi na muhon fer kare kyun kateerh rehni shaahva de hatha ch pakki majhe aali seat o teri pushta ch auna ni jo karu mainu beat rehni shaahva de hatha ch pakki majhe aali seat one sided aa beef suneya mai kehnde firde chittra to darre jaake pairi pende firde mera naam lai ke gun man lainde firde chittra to darre saale pairi pende firde oo dukhdi je bohti ta lava li baam zandu tere nalo vadh gairat aa rakhe mad sandhu o reela utte villain te real ch gandu tere nalo vadh gairat aa rakhe mad sandhu fuckk ayo the kidd",https://genius.com/Prem-dhillon-3am-in-gillco-lyrics
2101,34,cant be us,prem dhillon,2025-10-29,hiphop,punjabi,ho bade dina di si tokdi si badi firdi ho kutti billi aivein kandha utte chadhi firdi tu vi aaye din chichdi koyi chhed rakhda tera so called son saala firda hakda nuksaan hone wadde aa paimaane main chhad kehna kyu marne goli mehngi bande taake de rakane tere siron bhalde aa ve o labhde mashoori de bahane main chhad kehna kyu marne goli mehngi bande taake de rakane chhad jatta kyu maarne putthe sidhe ne tere naa jo tere te nishane o bakhiyan pawaunde jithe chal gaye je gaane ankhan tere naal laake jatti pind firdean o offline dhare lete online verde aa mol shaklon te bande aa niyane main chhad kehna kyu marne goli mehngi bande taake de rakane chhad jatta kyu maarne nis pohchde aa gallan jithe pohche gar tainu kalla ho eh na vadeya to valla eh na vadeyan layi kalla ve main suneya support enna vich koyi khade o vekhi paunda kidda saare e meri nigah ch aa chadhe o mehnge paune khotiyan naal yaraane main chhad kehna kyu marne goli mehngi bande taake de rakane tere siron bhalde aa ve o labhde mashoori de bahane main chhad kehna kyu marne goli mehngi bande taake de rakane chhad jatta kyu maarne ho raula sifti te bukh vich publicity hype ehna di ton vadh meri negativity ni eh gijj gaye karaune tethon geetan vich missy hor karan vi ki kar chadde aa khissy dhake rehn de enna de kaarnaame main chhad kehna kyu marne goli mehngi bande taake de rakane chhad jatta kyu maarne oh mittiyan ehna de dhillon tere agge shy ho majha chhadi firda ee tera geetan aala vaili ve o geetan ch ve unj rehnda pahad chadhda o gheri call messagean ch nahio seen karda jad takre aa paa di gall khaane main chhad kehna kyu marne goli mehngi bande taake de rakane tere siron bhalde aa ve o labhde mashoori de bahane main chhad kehna kyu marne goli mehngi bande taake de rakane chhad jatta kyu maarne,https://lyricstranslatezone.com/cant-be-us-lyrics-translation-prem-dhillon/
2104,37,together,shubh,2025-07-17,hiphop,punjabi,mera likhaya dil te tera naam kude hun sunda na meri ehnu sambh kude mera likhaya dil te tera naam kude hun sunda na meri ehnu sambh kude fer bhuleya bhulaya sari dunian nu ni ho aiven hoya pehli vaar nahio aam kude kyon kardi sawaal mere naal teri gall di gaani ni haan kujh te keh aa lae saadi rakh nishani ni naa devin taal chal naal billo chadd nadaani ni haan magar tere jinne saare aashiq jaali ni peen lagga teri akhan vichon jaam kude ho aiven hoya pehli vaar nahio aam kude ho mera likheya dil te tera naam kude hun sunda na meri ehnu sambh kude mera likheya dil te tera naam kude hun sunda na meri ehnu sambh kude han paa ke neevi lag jave mera lange din naa din naa kivein dekha khaab tere ton bina tere ton bina keh de akhiyan nu tak lao zaraa mere vass vich hove othey rok la samaa ek mere uttey kar ehsaan kude oh hun ehni vi na ban anjaan kude ho mere likheya dil te tera naam kude hun sunda na meri ehnu sambh kude fer bhuleya bhulaya sari dunian nu ni aiven hoya pehli vaar nahio aam kude mere likheya dil te tera naam kude hun sunda na meri ehnu sambh kude,https://www.azlyrics.com/lyrics/shubh/together.html
2105,38,ruger,shubh,2025-02-13,hiphop,punjabi,"jayb on the track lagga gutt utte lakh te aa ruger aa luck deva mallo malli chakk te aa veham kinne mahde bande aa beshaq puttha chalda ae luck dasse body utte cut sadde vair kinne lagga gutt utte lakh te aa ruger aa luck deva mallo malli chakk te aa veham kinne mahde bande aa beshaq putta chalda ae luck dasse road utte dakk sadde vair kinne jehda paperaa ch fail si oh zindagi ch paas ni ae baddalaa ch baitha geet likha first class ch ice rakha gall ch paani sada glass ch game fadi aa hatth ch pavanja patte taash ch ni btown dere lake de kande ghar aithe phirda kalla rakha kise da ni darr billo chakk la jeh gall pate di gall kar jeh ainni jogi hoyi ae mere sir te naa chadh lae fir sun, lae fir sun mera ekko ae flow sunde vi oh te saddde vi oh aava mic te jo do mainu kalakara puchhnge kivein karda compose lagga neck utte chepi deck te tebbi leede latte desi kade rollie kade ap kade rollie kade ap laava munha utte chepi nava banda na crew chartan dinde bheti aitthe laaye pakke jod kise di naa lorh jivein bukda khol sacch rab vallo thod ni sir te naa lorh pehla episode lagge sold out shows aje vi koyi tod ni lagga gutt utte lakh te aa ruger aa luck deva mallo malli chakk te aa veham kinne mahde bande aa beshaq puttha chalda ae luck dasse body utte cut sadde vair kinne lagga gutt utte lakh leya ruger aa luck deva mallo malli chakk te aa veham kinne mahde bande aa beshaq putta chalda ae luck dasse road utte dakk sadde vair kinne kaali ainakaa akkh te kade chaddeya ni haq assi baakiyan ton vakh kitte kamm jinne kari naa bak bak bina boleya hi dakk te aithe rolke rakhte pata ni kinne lagga gutt utte lakh te aa ruger aa luck deva mallo malli chakk te aa veham kinne mahde bande aa beshaq puttha chalda ae luck dasse body utte cut sadde vair kinne sadde vair kinne",https://www.azlyrics.com/lyrics/shubh/ruger.html
2109,42,carti,shubh,2025-01-30,hiphop,punjabi,"aye sone rangi carti ghumaan akhan te laake vadhu di landibuchi rakha dabka ke paunde aa duhai tere shehar vich aa ke att chakne di jimmevaari saade naa te sone rangi carti ghumaan akhan te laake vadhu di landibuchi rakha dabka ke paunde aa duhai tere shehar vich aa ke att chakne di jimmevaari saade naa te dekhdi mundeer dooron suicide door ni penthouse book kitta heated floor ni bolde aan ghatt te tarakki kare shor ni mukkre jubaan ton jo bande hone hor ni oo khade pair dedh 1.5 lakh gaddi te laate disdaa aa mooh vichon rakhaan lishkaa ke shaanni banaa da body pittal langha ke galvein nu hath paaju dass ki majaak aee ni sone rangi carti rakhan akhan te laake vadhu di landibuchi rakha dabka ke paunde aa duhai tere shehar vich aa ke att chakne di jiven vaari saade naa te sone rangi carti rakhan akhan te laake vadhu di landibuchi rakha dabka ke paunde aa duhai tere shehar vich aa ke att chakne di jiven vaari saade naa te asle do type de, metho reh gap te gallan no cap te long time ton phone tap te bande sheharshehar ch, teri paedpaed te karran firefire je tehrtehr naal vair dher de saare de saare pital ginke rakhan jehbi vich pa ke kadhda bhulekhe sidha matthe te tika ke ni darr naa kise da aaya taur di likha ke mangda ni dinni ae salaaha aitthe aa ke sone rangi carti rakhan akhan te laake vadhu di landibuchi rakha dabka ke paunde aa duhai tere shehar vich aa ke att chakne di jiven vaari saade naa te sone rangi carti rakhan akhan te laake vadhu di landibuchi rakha dabka ke paunde aa duhai tere shehar vich aa ke att chakne di jiven vaari saade naa te",https://www.azlyrics.com/lyrics/shubh/carti.html
2112,46,tension,diljit dosanjh,2025-02-06,hiphop,punjabi,"hahaha aa gaya ni oho billo tame ni tension mittaraa nu hai ni ni tension mittaraa nu hai ni jatt jotta, peg motta jeh dassde launa tan keh ni ni tension mittaraa nu hai ni ni tension mittaraa nu hai ni bahar ghar ton bina darr ton tu khabbi seat te aa beh ni ni mehfilaa ch bottleaa te chautha kude ged si din chadhde nu billo police di raid si ajj kude showroom kole vairry utha leya athne jeh taalial thane oh chhuda leya hone charche naale parche bas chup karke hi seh ni ni tension mittaraa nu hai ni ni tension mittaraa nu hai ni jatt jotta, peg motta jeh dassde launa tan keh ni ni tension mittaraa nu hai ni ni tension mittaraa nu hai ni bahar ghar ton bina darr ton tu khabbi seat te aa beh ni oh loki kude darrde aa jatt vekh varde aa khauf kude ohda hi bathera saddi dang da ni chahe agge aa gaye ni duniyan te chha gaye department paisetake aala bapu sau da ji jaan kude firda yaaran ton jatt varda aitthe hi canada saddi chaska ni bahar da joh pitth pichhe bolda ae boli jave sahnu ki ilaaj kade hunda ni dimaag de bimaar da taur bole main naa bolaa tu aivein dil te naa lai layi ni tension mittaraa nu hai ni ni tension mittaraa nu hai ni jatt jotta, peg motta jeh dassde launa tan keh ni ni tension mittaraa nu hai ni ni tension mittaraa nu hai ni bahar ghar ton bina darr ton tu khabbi seat te aa beh ni ni kehdi tu fragnance laa ke gharo nikli lagda ae baagaa vichon uddi koyi tittli jeh tere kehnde gallan vich painde toy fabbde rakaane ghussa jatt de matthe te paunda kikkli maan mera, maan mera bas chuke karke hi keh ni ni tension mittaraa nu hai ni ni tension mittaraa nu hai ni jatt jotta, peg motta jeh dassde launa tan keh ni ni tension mittaraa nu hai ni ni tension mittaraa nu hai ni bahar ghar ton bina darr ton tu khabbi seat te aa beh ni hahaha yeah, thats how we do it, baby either you are realest or you not ether way we are deep jandu aa gaya ni ohi billo tame",https://www.azlyrics.com/lyrics/diljitdosanjh/tension.html
2114,49,moonshine,alan walker,2025-10-17,edm,english,tried so hard but i cant deny loving yous like drinking moonshine burns my throat but ya so damn fine leaves me stumbling every time i met you where the kudzu climbs by the creek past your daddys pines you played that tune and i swore its mine you smile slow like a loaded gun tried so hard but i cant deny loving yous like drinking moonshine burns my throat but ya so damn fine leaves me stumbling every time it aint right to say youre mine but i still drink you up like homemade wine swore that i would say goodbye but i just cant seem to cut these ties cut these vines i wish it wasnt true but im still drunk on you im still drunk on you ya say youve changed but we know better but baby arent we better together if wrong feels this good with you what the hells the right thing to do tried so hard but i cant deny loving yous like drinking moonshine burns my throat but ya so damn fine leaves me stumbling every time it aint right to say youre mine but i still drink you up like homemade wine swore that i would say goodbye but i just cant seem to cut these ties cut these vines i wish it wasnt true but im still drunk on you im still drunk on you im still drunk on you,https://www.azlyrics.com/lyrics/alanwalker/moonshine.html
2117,6,understand,lord sko feat. currensy,2025-01-24,hiphop,english,understand i got the plan understand i am the man understand i got the keys understand i got the cheese,https://genius.com/Lord-sko-understand-lyrics
2119,13,bookends,u.s. girls,2025-01-25,rock,english,bookends closing in bookends where to begin bookends let it spin,https://genius.com/U-s-girls-bookends-lyrics
2121,18,sugar on my tongue,tyler the creator,2025-03-20,hiphop,english,sugar on my tongue sweet like candy sugar on my tongue,https://genius.com/Tyler-the-creator-sugar-on-my-tongue-lyrics
2122,25,the trial,ghostface killah raekwon method man and gza feat. reek da villian and pills,2025-04-25,hiphop,english,the trial is on the trial is on the trial is on,https://genius.com/Ghostface-killah-the-trial-lyrics
2123,26,mourners,trupa trupa,2025-01-05,rock,english,mourners come mourners go mourners cry mourners know,https://genius.com/Trupa-trupa-mourners-lyrics
2124,28,rich sinners,skrilla feat. lil yachty,2025-03-15,hiphop,english,rich sinners rich sinners rich sinners,https://genius.com/Skrilla-rich-sinners-lyrics
2126,32,bovine excision,samia,2025-01-30,pop,english,bovine excision cut it out bovine excision no doubt,https://genius.com/Samia-bovine-excision-lyrics
2127,34,crush,aj tracey feat. jorja smith,2025-03-05,rb,english,crush on you crush on you crush on you,https://genius.com/Aj-tracey-crush-lyrics
2128,37,verano rosa,karol g and feid,2025-06-20,latin,spanish,verano rosa pink summer verano rosa,https://genius.com/Karol-g-verano-rosa-lyrics
2129,43,cuntology 101,lambrini girls,2025-01-20,rock,english,cuntology 101 lesson one cuntology 101,https://genius.com/Lambrini-girls-cuntology-101-lyrics
2130,44,talk olympics,obongjayar feat. little simz,2025-02-15,hiphop,english,talk olympics gold medal talk olympics set the level,https://genius.com/Obongjayar-talk-olympics-lyrics
2132,3,premalo,anurag kulkarni,2025-02-14,other,telugu,vela vela vennelantha meedha vaali velugunantha moyamantey nenu yentha arerey.. chinni gundey vunnadhentha haayi nimpi gaalinantha oodhamantey oopirentha arerey.. kallu rendu pusthakaalu bhashaleni aksharaalu choopuloney ardhamayye anni maatalu.. mundhuleni aanavaalu leniponi kaaranaalu kottha kottha onamaalu yenni maayalu.. kathalenno cheppaaru kavithalni raasaaru kaalaalu dhaataaru yuddhaalu chesaaru premalo.. thappu ledhu premalo.. aakaasam thaakaali ani vundhaa naathoraa choopisthaa aa saradhaa nelanthaa chuttesey veelundhaa yemundhi premisthey saripodhaa arey ningiloni chukkaley kindhakochi cherithey avi neeku yedhuru nilipithey vundipova ikkadey therarara raara naana therarara raara naana thararara naana naana arerey...,https://www.smule.com/song/_vinnu_-premalo-court-full-hq-karaoke-lyrics/21256441_21256441/arrangement
2133,6,peekaboo,kendrick lamar ft. azchike,2025-04-05,hiphop,english,"intro kendrick lamar give a helping hand to your fellow men, oh, my ayy, what look chorus kendrick lamar what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin huh they aint talkin bout nothin hm, ayy what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin huh they aint talkin bout nothin, hm verse 1 kendrick lamar peekaboo, i just put them boogers in my chain peekaboo, eightypointers like a kobe game peekaboo, 7.62sll make em plank peekaboo, poppin out, you better not smut my name peekaboo, put two foreigns on the 405 peekaboo, cacio e pepe if im doin pasta peekaboo, why you actin tough on ig live peekaboo, you know my lil niggas off they rocker verse 2 az chike kendrick lamar peekaboo, surprise, bitch, its that nigga checkin cheese peekaboo, let me facetime my opp, bitch, im up the street peekaboo, yeah, its az, im puttin somethin to sleep peekaboo, he on the ground, i praise god and start stompin feet peekaboo, i put ten on his face, bitch, my shooter playin peekaboo, i hit it from the back, i told her move her hands peekaboo, then slide my thumb in it where her, uh, at peekaboo, im on your top, im with dot, bitch, dont look back chorus kendrick lamar what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin huh they aint talkin bout nothin, hm verse 3 kendrick lamar hey, hey, hey, hey, hey, hey, hey, thats my bitch hey, hey, hey, hey, hey, hey, hey, thats my bitch hey, hey, hey, hey, with all that fake shit hey, hey, hey, hey, aint the one to play with hey, hey, hey, hey, hey, pull off in a lam doublepark it all at tams, mr. getoffonyourmans if he hatin, disrespect, you better follow up with hands losses to the neck, but now im trophied up, im sayin, like bingbopboomboomboombopbam the type of shit im on, you wouldnt understand the type of skits im on, you wouldnt understand bigdog business, i would not hold your hand verse 4 az chike brokebitch business, i could not be your man never got his ass whooped until we opened up that can damn, alleyoop me bands, ima slam, jam freak bitch, i like my mac touchin yams play that opp shit around me, ima tell you, turn it off heard what happened to your mans, not sorry for your loss shouldve prayed before them shooters came and nailed him to the cross i let your boy get a pass, bitch, you lucky he soft, for real chorus kendrick lamar az chike what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin huh they aint talkin bout nothin, hm, ayy what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin what they talkin bout they aint talkin bout nothin huh they aint talkin bout nothin, hm outro kendrick lamar peekaboo",https://genius.com/Kendrick-lamar-peekaboo-lyrics
2135,11,even if it kills me,papa roach,2025-01-22,"rock,metal",english,"runnin from the past, runnin from the pain you cant run it back if you cant get away rrrunnin from the past, runnin from the pain you cant run it back if you cant get away oh is this a warning is this a sign should i keep my mouth shut, let you live a lie cause every day, its a dog fight i can see it pilin up like a mile high oh cause i hope that you know when youre broken, im broken too oh if you need me, ill bleed for you even if it kills me inside even if you burn me alive id carry that pain that you dont need id carry that weight that you dont see even if it kills me this time even if im buried alive id give my last breath so you could breathe even if it kills me even if it kills me is this the moment is this the time are you gonna wake up, gonna realize your world is burnin thousand signs but youre choking on the smoke from the other side oh and i hope that you know when youre broken, im broken too oh if you need me, ill bleed for you even if it kills me inside even if you burn me alive id carry that pain that you dont need id carry that weight that you dont see even if it kills me this time even if im buried alive id give my last breath so you could breathe even if it kills me runnin from the past, runnin from the pain you cant run it back if you cant get away rrrunnin from the past, runnin from the pain you cant run it back if you cant get a i wont run, i wont hide standin in the fire, im alive i wont run, i wont hide im not leavin you behind even if it kills me inside even if you burn me alive id carry that pain that you dont need id carry that weight that you dont see even if it kills me this time even if im buried alive id give my last breath so you could breathe even if it kills me even if it kills me even if it kills me i wont run, i wont hide im not leavin you behind",https://genius.com/Papa-roach-even-if-it-kills-me-lyrics
2136,13,braindead,papa roach ft. toby morse,2025-06-25,"rock,metal",english,"rot, rot, rot, rot, rot rot, rot, rot, rot brain rot, nightmare, threefiftyseven molotov cocktails rain from the heavens panickin, im messed up sweatin through my sheets, praise god, then im blessed up cause every day, i grind in the trenches grind in the trenches every day the same, never ending same, never ending even through the pain in the wreckage i will make it through one life, i got one chance got one shot, wont get it again i dont wanna waste it, wake up fuckin braindead one life, one chance got one shot, wont get it again i dont want to waste it, wake up fuckin braindead you only got one life you only got one chance you only got one shot dont waste it yeah, ima do my thing just to prove it just to prove it yeah, you could throw ya shade, but im cruisin but im cruisin so stay up in your lane before i lose it i will make it through one life, i got one chance got one shot, wont get it again i dont wanna waste it, wake up fuckin braindead one life one life, one chance one chance got one shot, wont get it again one shot, wont get it again i dont want to waste it, wake up fuckin braindead braindead, brain rot spoon fed all eyes on truth, im hell bent i cant sit here wastin my time, my life, cant fake this braindead, brain rot spoon fed all eyes on truth, im hell bent ah, im hell bent ah, ah, ah one life, i got one chance got one shot, wont get it again one shot, wont get it again i dont wanna waste it, wake up fuckin braindead one life one life, one chance one chance got one shot, wont get it again one shot, wont get it again i dont want to waste it, wake up fuckin braindead wake up fuckin braindead oh wake up freakin braindead, hahahahaha",https://genius.com/Papa-roach-and-toby-morse-braindead-lyrics
2137,18,ive seen it,olivia dean,2025-09-26,"rb,pop",english,"verse 1 ive seen it last for thirty years seen it bloom and end in tears ive seen it after school and in the park sat right across me on the tube seen it miss a stop or two seen it trying not to fall apart ive heard it laced in every song and still the words all come out wrong it doesnt always answer when you call brings out the worst, brings out the best i understand it less and less i guess im not supposed chorus ive seen it, yeah ive seen it ive seen it, yeah ive seen it ive seen the stars fall from the sky ive seen the tears in your eyes ive seen it all, but i still believe in you and me, in what we can be ive seen it, yeah ive seen it ive seen it, yeah ive seen it verse 2 ive seen it in the morning light seen it keep you up at night seen it make you laugh until you cry seen it break your heart in two seen it pull you right back through seen it make you feel like you could fly ive seen it fade away too soon seen it underneath the moon seen it make you question who you are brings out the worst, brings out the best i understand it less and less i guess im not supposed chorus ive seen it, yeah ive seen it ive seen it, yeah ive seen it ive seen the stars fall from the sky ive seen the tears in your eyes ive seen it all, but i still believe in you and me, in what we can be ive seen it, yeah ive seen it ive seen it, yeah ive seen it outro ive seen it ive seen it ive seen it",https://genius.com/Olivia-dean-ive-seen-it-lyrics
2138,35,golden,"huntrix ejae, audrey nuna rei ami",2025-06-20,pop,english,"verse rumi, zoey, mira, all i was a ghost, i was alone ah given the throne, i didnt know how to believe hah i was the queen that im meant to be ah i lived two lives, tried to play both sides oh but i couldnt find my own place oh called a problem child cause i got too wild but now thats how im getting paid, on stage prechorus rumi, all im done hidin, now im shinin like im born to be we dreamin hard, we came so far now i believe chorus rumi were goin up, up, up its our moment you know together were glowin gonna be, gonna be golden oh, up, up, up with our voices gonna be, gonna be golden postchorus all oh, im done hidin, now im shinin like im born to be oh, our time, no fears, no lies thats who were born to be bridge rumi waited so long to break these walls down to wake up and feel like me put these patterns all in the past now and finally live like the girl they all see prechorus rumi no more hiding, ill be shining like im born to be cause we are hunters, voices strong and i know i believe chorus rumi, all were goin up, up, up its our moment you know together were glowing gonna be, gonna be golden oh, up, up, up with our voices gonna be, gonna be golden postchorus rumi oh, im done hidin, now im shining like im born to be oh, our time, no fears, no lies thats who were born to be outro rumi, all you know were gonna be, gonna be golden oh were gonna be, gonna be oh born to be, born to be glowin oh you know that its our time, no fears, no lies oh, oh thats who were born to be",https://genius.com/Huntr-x-ejae-audrey-nuna-rei-ami-and-kpop-demon-hunters-cast-golden-lyrics
2139,39,high road,koe wetzel ft. jessie murph,2025-03-01,country,english,"verse 1 koe wetzel i can tell that youre mad and i aint half surprised about that since the day that we met its always who cuts first and never who bleeds last rumors always turn into yelling and fighting and once its in your mind, only one way youre driving chorus koe wetzel i know, i know ima take the high road, maybe get stoned have a little too much of something terrible ima let you cool down while i walk out you aint messing me up like the times before i dont need a ticket to your shit show knock yourself out and hit a new low well, ima take the high road, take the high road, take the high road verse 2 jessie murph you dont wanna talk about it, boy, thats no surprise you come home smelling like liquor like every other night if i catch you with her, you gon catch me with him you think i dont hear about it, you better think again you know that rumors always turn into yelling and fighting and once its in my mind, only one way im driving chorus koe wetzel jessie murph you know, i know ima take the high road, maybe get stoned have a little too much of something terrible ima let you cool down while i walk out you aint messing me up like the times before i dont need a ticket to your shit show knock yourself out and hit a new low well, ima take the high road, take the high road, take the high road whoa, whoa instrumental break chorus koe wetzel jessie murph ima take the high road, maybe get stoned have a little too much of something terrible ima let you cool down while i walk out you aint messing me up like the times before and i dont need a ticket to your shit show knock yourself out and hit a new low well ima take the high road, take the high road, take the high road ima take the high road, take the high road, take the high road oh, yeah, yeah, mm",https://genius.com/Koe-wetzel-and-jessie-murph-high-road-lyrics
